late_night_usage,sleep_minutes,total_screen_minutes,social_minutes,doom_scroll_flag,exercise_minutes,resting_heart_rate,pickup_count,stress_label
1,459,594,257,0,34,71,250,2
0,537,181,139,0,58,59,140,1
0,467,153,81,0,52,63,90,0
0,509,66,19,0,54,65,20,0
0,471,60,29,0,52,72,40,0
1,337,274,182,1,32,75,180,2
0,445,238,86,0,41,74,50,0
1,530,208,124,0,49,76,80,1
1,338,230,90,1,36,68,100,2
0,368,125,58,0,55,75,50,1
1,280,116,75,1,38,82,100,2
0,439,131,62,0,82,58,90,0
0,369,260,105,0,48,82,160,2
0,518,187,87,0,43,73,100,0
0,445,266,88,0,46,70,130,1
1,443,63,44,1,53,68,70,1
0,405,367,167,0,41,82,200,2
0,362,173,65,0,53,67,120,1
1,283,578,300,1,22,92,250,2
1,296,100,78,1,53,62,110,2
0,467,355,125,1,39,66,140,2
1,411,250,112,0,44,70,60,1
0,465,720,172,0,10,78,250,2
1,270,196,104,1,37,75,130,2
0,449,269,54,0,37,67,90,0
1,288,109,66,0,43,78,60,2
0,470,266,67,0,36,66,90,1
0,473,237,85,1,54,73,150,1
0,376,430,160,0,41,64,220,2
0,483,232,65,0,50,64,90,0
1,523,224,136,1,55,65,120,2
0,476,195,86,0,50,69,70,0
1,378,69,33,1,63,70,90,1
1,337,342,215,1,37,88,250,2
1,360,621,300,0,14,77,250,2
0,411,273,103,0,49,69,220,1
1,392,75,50,1,65,68,60,1
1,295,425,250,1,26,81,230,2
1,242,439,223,0,24,73,250,2
0,445,292,110,0,45,62,150,1
0,421,156,66,1,46,56,70,0
0,391,192,45,0,46,67,140,1
0,370,273,102,0,32,82,70,2
0,464,114,9,1,57,66,50,0
0,370,87,37,0,66,63,70,0
0,428,296,101,0,34,72,120,1
0,523,107,59,0,55,75,80,0
0,467,186,52,0,51,72,90,0
1,264,409,295,1,24,83,240,2
0,371,406,149,0,27,81,210,2
1,400,228,124,1,41,70,110,2
0,366,105,35,0,53,66,80,0
0,319,234,80,0,55,77,150,2
0,476,505,156,0,29,72,170,2
1,382,65,45,1,58,66,60,1
0,457,209,87,0,45,61,80,0
1,393,720,300,1,14,79,250,2
0,446,117,30,1,62,63,80,0
0,416,361,137,0,26,74,140,2
1,396,268,206,1,41,70,180,2
0,526,235,51,0,47,76,170,0
1,339,281,164,0,33,79,170,2
0,383,251,70,1,43,74,120,2
0,393,519,185,1,24,75,240,2
1,329,183,99,1,41,67,70,2
1,389,175,129,1,48,72,170,2
0,313,196,112,0,37,74,90,2
1,405,408,252,1,34,72,200,2
0,467,174,114,1,44,69,130,1
1,249,625,300,1,15,74,250,2
1,306,191,125,1,38,76,150,2
0,438,112,24,0,49,61,50,0
0,412,180,104,0,51,75,130,1
0,460,99,63,0,59,71,120,0
0,427,720,300,1,15,70,250,2
0,513,72,27,0,46,67,50,0
0,403,408,249,0,30,61,250,2
1,321,206,140,1,34,76,120,2
0,396,70,25,0,58,67,70,0
0,471,242,58,0,42,79,120,0
0,436,172,72,0,39,71,110,0
1,419,720,300,1,15,79,250,2
0,465,267,125,0,41,70,160,1
0,334,167,64,0,40,81,100,2
0,392,231,60,0,26,69,70,1
0,368,60,27,0,55,74,30,0
0,394,60,23,1,52,69,70,0
0,413,60,24,0,55,76,120,0
0,484,175,79,0,53,65,150,0
0,509,246,83,0,44,68,80,0
0,420,274,97,0,37,73,120,1
0,422,330,92,0,50,66,170,1
0,399,60,26,0,60,74,60,1
1,381,400,228,1,34,76,250,2
1,374,640,300,0,22,87,250,2
0,475,147,72,0,46,77,100,0
0,459,667,300,0,17,75,250,2
0,319,194,62,0,49,72,90,2
0,442,145,23,0,54,73,60,0
0,519,437,131,0,40,69,130,1
0,413,274,113,0,49,79,140,1
1,469,720,234,1,14,73,250,2
1,368,591,300,1,17,69,250,2
0,428,165,83,1,47,70,90,1
0,363,270,62,0,34,75,120,1
1,298,65,33,1,53,76,70,2
1,440,522,219,0,27,76,160,2
1,451,338,127,1,31,66,140,2
0,451,77,26,0,54,70,60,0
0,373,322,186,1,45,67,220,2
1,363,599,300,1,25,60,250,2
0,497,157,72,0,51,67,80,0
0,537,117,26,0,68,63,40,0
0,419,387,174,0,33,79,160,2
1,258,153,88,0,41,79,100,0
1,433,331,198,1,36,71,190,2
0,421,200,67,0,41,71,100,0
1,441,146,64,0,57,70,50,1
0,464,72,28,0,54,78,40,0
1,328,641,300,1,18,72,250,2
0,422,208,99,0,67,58,140,0
0,515,169,81,0,44,68,80,0
0,442,174,34,1,37,70,90,0
0,398,329,119,1,31,74,80,2
0,370,155,78,0,42,81,90,1
0,396,172,76,0,53,73,130,1
1,331,168,98,1,59,74,140,2
0,475,159,79,1,40,75,80,1
0,378,169,58,0,39,70,160,1
0,512,282,95,0,36,62,170,1
0,368,115,35,0,46,68,80,1
0,536,322,213,0,52,70,230,2
1,480,388,255,1,44,82,220,2
0,457,227,47,0,53,69,130,0
0,352,161,84,0,54,76,50,1
1,371,229,101,1,50,80,100,2
0,400,284,143,0,39,77,140,2
0,371,130,43,0,44,77,70,1
1,380,60,45,0,45,75,60,1
0,393,126,45,0,58,66,100,0
0,414,578,91,0,17,77,210,2
1,360,123,75,0,43,78,50,2
0,391,453,205,1,28,61,180,2
0,523,109,63,0,51,71,40,0
1,352,234,118,1,40,73,140,2
0,457,636,300,0,17,69,250,2
0,442,227,78,0,40,72,100,0
1,414,608,300,0,23,71,250,2
1,405,144,81,0,67,77,70,2
0,494,179,51,0,54,70,110,0
0,433,60,34,1,57,63,50,0
1,390,194,98,1,44,79,80,2
1,364,215,172,1,58,65,130,2
0,443,171,63,0,46,82,70,0
0,389,171,81,0,55,72,100,1
0,446,179,70,0,45,66,160,0
1,406,60,33,0,48,74,60,0
1,418,210,119,0,43,71,100,1
1,402,378,238,1,34,67,230,2
1,358,394,236,1,38,71,230,0
0,447,554,156,0,26,80,200,2
0,407,60,26,0,51,73,80,0
1,396,196,119,1,32,67,190,2
1,344,489,300,0,18,82,250,2
0,429,160,109,0,44,73,150,1
0,485,126,38,0,60,60,80,0
1,325,603,300,0,11,84,250,2
0,479,235,45,0,50,76,60,0
0,421,253,121,1,38,68,120,1
0,551,214,61,0,47,72,120,0
1,374,60,27,0,56,81,60,1
0,484,563,219,1,29,68,240,2
1,376,258,164,0,34,81,180,2
0,380,60,14,0,55,78,20,0
0,408,119,58,1,51,65,90,1
0,494,99,28,0,53,62,70,0
1,344,60,32,1,55,70,70,2
1,240,261,103,0,30,75,170,2
1,387,60,21,0,43,68,60,1
1,283,202,132,1,43,81,110,2
0,456,270,82,0,42,74,250,1
0,497,177,104,0,56,72,190,1
0,473,105,20,0,43,69,50,0
0,526,71,34,0,50,83,40,0
1,320,473,294,1,23,86,250,2
1,379,458,211,1,29,75,210,2
1,286,174,115,0,41,81,140,2
0,415,60,14,0,49,71,40,0
0,373,60,28,0,53,73,40,0
0,384,692,191,0,16,79,250,2
0,503,319,122,0,46,70,170,1
0,330,227,126,0,41,72,120,2
0,488,66,28,0,52,71,80,0
0,482,67,45,0,74,65,110,0
0,444,278,154,0,35,70,170,2
0,364,404,139,0,34,67,140,2
0,370,422,91,0,24,77,210,2
0,422,169,34,0,39,72,40,0
0,481,115,34,0,64,69,80,0
0,435,75,39,1,56,67,80,0
0,382,131,63,0,50,73,80,1
0,492,83,24,0,50,71,60,0
0,534,234,98,0,55,66,120,0
0,423,177,52,0,49,76,100,0
1,397,720,295,1,13,67,250,2
0,359,352,177,0,37,79,150,2
1,345,316,222,1,32,77,250,2
0,460,677,300,0,16,76,250,2
0,452,254,102,0,38,69,140,1
1,339,126,74,0,48,71,120,2
0,436,402,73,0,34,69,130,1
1,343,96,57,1,61,76,110,2
0,436,60,13,0,53,70,50,0
0,456,248,94,0,41,66,140,1
1,240,450,300,1,15,82,240,2
0,446,403,133,1,38,71,230,2
0,467,335,63,1,46,75,120,1
0,391,192,119,0,36,65,150,1
0,396,88,55,0,54,70,40,0
0,412,216,117,0,50,72,170,1
0,426,404,101,1,28,65,150,0
1,390,431,210,1,38,67,220,2
1,384,477,226,0,21,73,180,2
0,314,233,152,0,51,68,170,2
1,435,665,300,1,16,70,250,2
0,420,60,15,0,48,67,30,0
0,546,292,135,0,43,74,220,2
1,276,720,300,0,5,82,250,2
1,314,334,187,0,41,82,180,2
1,360,337,166,1,31,77,200,2
0,455,150,41,0,57,75,50,0
0,337,141,61,0,44,73,60,1
1,331,720,300,1,11,86,250,2
0,479,60,8,1,63,62,40,0
1,293,323,258,1,32,66,250,2
0,488,123,67,1,60,67,70,0
1,328,60,48,1,58,81,50,2
0,390,335,121,0,33,77,220,2
0,450,139,70,0,54,66,110,0
0,530,273,87,0,70,61,170,0
1,404,211,129,1,48,60,140,2
1,463,413,258,1,30,70,250,2
0,518,284,104,0,41,67,170,1
1,310,115,48,1,57,77,50,2
0,496,86,28,0,59,74,40,0
0,358,131,59,0,53,72,120,1
0,441,401,187,1,31,66,230,2
0,431,137,88,0,43,71,130,0
0,512,161,40,1,62,75,90,0
0,508,134,31,0,36,72,80,0
1,429,720,300,0,14,73,220,2
1,410,382,199,1,29,67,250,2
0,460,393,95,1,35,77,170,2
0,438,419,200,1,26,73,190,2
1,370,126,69,0,52,71,80,2
1,475,160,115,1,63,66,180,2
0,498,181,97,0,49,70,170,1
1,380,137,65,0,53,63,50,1
0,446,97,51,0,41,60,120,0
0,424,114,50,0,57,65,110,0
0,369,121,20,1,31,78,90,1
0,433,74,12,0,54,65,20,0
1,471,159,115,0,47,69,200,1
0,397,195,113,0,47,72,90,1
0,540,84,32,1,73,66,60,0
1,472,213,122,0,52,57,150,1
1,403,244,153,0,43,74,170,2
1,414,720,300,1,17,86,250,2
0,404,113,15,1,51,64,60,0
0,421,458,190,1,28,77,230,2
1,490,60,34,1,63,58,80,0
0,404,326,145,0,49,76,130,2
0,503,340,90,1,42,60,170,1
0,381,390,96,1,22,75,210,2
0,390,357,84,1,51,71,130,2
0,545,446,104,0,35,76,180,1
0,419,111,55,0,50,75,90,0
0,423,557,158,0,18,71,250,2
0,503,98,44,0,50,66,90,0
0,512,60,12,0,69,65,40,0
0,481,60,23,0,60,67,70,0
1,320,295,205,0,39,77,180,2
1,369,477,214,0,26,76,250,2
0,435,270,143,0,39,68,180,1
0,484,245,51,0,44,73,150,0
0,409,106,55,0,56,73,80,0
0,443,332,146,1,43,82,210,2
0,433,150,83,0,51,76,130,0
0,499,102,40,0,63,71,40,0
1,427,404,229,1,33,70,190,2
0,374,220,50,0,48,63,120,1
0,439,720,156,0,16,64,210,2
0,373,669,232,1,13,79,190,2
1,414,150,91,0,57,69,130,1
0,481,60,28,1,79,62,50,0
1,382,123,58,1,42,71,80,2
0,421,60,31,0,56,66,60,0
1,364,394,213,1,31,74,150,2
1,389,693,300,1,15,70,250,2
1,330,123,63,0,57,76,110,2
0,359,326,198,0,46,71,230,2
0,347,67,25,0,51,78,30,1
0,513,478,270,0,45,69,220,2
1,409,144,77,0,59,70,90,1
0,468,238,18,0,43,70,110,0
0,498,339,71,0,36,68,170,1
0,357,112,53,0,39,64,100,1
0,348,60,24,0,54,79,50,1
0,454,720,236,1,20,76,250,2
0,434,60,32,0,57,65,30,0
0,348,582,284,1,22,80,220,2
0,452,277,126,0,32,60,110,1
1,346,700,300,1,19,77,250,0
1,303,420,258,1,22,78,250,2
1,351,86,58,1,57,78,50,2
0,312,60,32,0,56,77,50,1
1,318,148,94,1,38,70,80,2
0,399,60,16,0,46,74,40,0
0,462,205,105,0,51,73,120,1
0,412,171,90,0,57,74,100,1
0,466,155,66,0,67,66,100,0
0,307,76,43,0,57,86,50,2
1,301,331,172,1,30,77,120,2
0,462,90,34,0,51,70,100,0
0,419,191,83,0,50,65,110,0
0,462,69,48,0,63,79,110,0
0,329,107,52,0,52,68,90,1
0,471,720,253,0,11,70,250,2
0,418,434,139,0,38,78,170,2
1,323,90,60,0,47,72,80,2
0,484,592,300,0,20,71,250,2
0,493,297,162,1,47,68,170,2
1,447,236,96,1,36,75,150,2
1,517,269,140,1,34,74,100,2
1,463,379,260,0,37,74,240,2
0,410,702,228,0,10,83,200,2
0,442,274,121,0,51,73,140,1
0,416,105,35,0,52,72,90,0
1,532,264,138,0,48,72,160,2
1,467,193,92,1,54,74,100,2
0,425,242,108,0,35,66,120,1
0,478,292,131,0,49,70,200,1
1,303,530,282,0,35,84,250,2
0,432,377,198,0,25,57,160,2
0,388,282,108,0,37,73,180,2
0,335,60,39,0,54,76,60,1
0,474,490,250,0,27,70,250,2
1,438,272,164,0,45,64,170,2
0,442,151,88,0,63,68,90,0
0,425,140,84,0,62,75,140,0
0,371,95,29,0,62,69,80,0
0,391,122,28,0,47,67,100,0
0,386,373,152,0,38,74,100,2
0,438,245,81,0,41,59,110,0
0,503,172,42,0,64,65,70,0
1,464,720,300,1,17,68,250,2
1,274,509,250,0,21,85,250,2
0,385,126,76,0,38,75,80,1
0,413,623,145,0,28,75,170,2
1,240,713,300,1,3,81,250,2
0,448,115,55,1,65,69,140,0
1,357,187,109,0,46,78,110,2
0,444,373,78,0,56,73,100,1
1,469,220,134,0,42,66,160,2
1,381,331,176,1,28,70,200,1
1,344,284,224,1,36,78,240,2
1,415,339,201,1,36,70,120,2
1,434,720,300,0,11,76,250,2
0,449,209,57,0,31,73,130,0
0,469,340,154,1,47,69,180,2
0,427,220,70,0,52,73,120,0
1,384,369,218,1,29,67,230,2
1,367,107,58,1,54,71,80,2
0,412,60,17,0,61,63,80,0
0,406,101,50,0,63,68,80,0
1,456,60,43,0,51,69,50,0
0,535,106,40,0,68,68,130,0
0,514,207,110,1,48,71,90,1
1,282,205,106,0,37,77,90,0
0,349,60,22,0,36,70,50,1
0,375,720,212,0,16,72,240,2
0,426,146,58,0,58,68,130,0
0,309,215,73,0,39,74,60,2
0,405,452,167,0,30,68,230,2
0,490,322,192,1,34,71,200,2
0,499,215,74,0,61,70,130,0
0,409,194,84,1,53,74,140,1
0,428,720,90,0,8,79,250,2
0,463,182,83,0,45,68,110,0
1,440,618,300,0,16,78,250,2
0,408,119,48,0,35,70,60,0
1,373,154,62,1,48,83,100,2
1,350,515,177,1,26,75,180,2
0,383,458,183,0,18,73,240,2
1,359,98,59,0,42,71,130,2
0,420,276,72,0,49,64,110,0
1,271,172,126,0,48,86,170,2
0,467,60,23,0,52,74,70,0
1,408,105,79,1,47,76,140,2
0,454,112,46,0,49,74,30,0
1,321,608,300,1,15,83,240,2
0,320,249,154,0,51,82,130,2
1,407,93,60,1,49,69,60,2
0,416,347,98,0,32,68,160,1
1,327,166,77,1,40,78,70,2
0,372,269,99,0,46,75,70,1
0,436,120,29,0,49,72,20,0
0,513,620,204,0,26,72,210,2
1,339,174,124,0,33,72,190,2
0,380,148,74,0,44,73,110,1
1,420,148,99,1,49,66,130,2
0,458,350,112,0,40,66,100,1
1,240,142,87,1,46,81,170,2
0,468,60,14,0,64,64,50,0
0,526,204,116,0,38,75,110,1
1,240,395,237,1,24,76,230,2
0,358,60,22,0,56,76,70,0
0,292,94,47,0,48,68,120,2
0,431,161,61,0,60,63,40,0
0,499,364,136,0,41,79,160,2
0,440,720,300,1,14,80,250,2
1,472,483,246,0,36,65,250,2
0,476,328,155,0,41,71,190,2
0,520,549,182,0,23,66,220,2
0,493,341,79,0,52,73,150,1
0,414,603,286,0,17,74,240,2
0,438,212,89,1,36,71,170,1
1,329,448,229,0,24,74,200,2
1,343,131,101,1,52,77,150,0
0,453,91,16,0,85,68,40,0
1,384,228,92,1,48,64,50,0
0,502,350,101,0,38,70,220,1
1,351,583,300,1,21,71,250,2
0,388,197,85,0,47,72,130,1
1,329,720,300,0,11,78,250,2
0,467,139,52,0,53,70,100,0
0,364,68,28,0,53,75,100,1
0,409,243,86,0,53,64,90,0
0,486,191,85,0,56,70,100,0
0,449,245,47,1,39,76,150,1
0,431,620,300,0,22,77,250,2
0,433,244,51,0,45,67,130,0
1,317,707,300,0,11,80,250,2
0,392,60,23,0,64,66,30,0
0,425,239,137,0,41,74,100,1
0,433,60,31,0,54,66,50,0
1,456,303,108,1,39,63,200,2
1,381,211,120,1,40,76,120,2
0,502,535,217,1,18,82,250,2
0,515,557,186,0,30,76,250,2
0,489,712,160,1,14,80,230,2
1,445,319,197,1,36,66,170,2
0,385,60,19,0,66,75,40,0
0,377,276,84,0,41,78,110,1
0,475,173,36,0,55,72,40,0
0,367,219,80,0,46,66,90,1
0,420,83,39,0,72,73,70,0
1,443,720,267,1,14,77,250,2
0,520,414,89,0,33,71,170,1
0,407,134,67,0,57,68,130,1
0,417,122,42,0,40,76,30,0
0,466,452,201,0,36,64,250,2
0,381,430,201,1,35,70,250,2
1,362,230,141,1,62,80,130,2
0,449,126,37,0,58,64,90,0
0,433,229,88,0,47,78,120,1
0,454,322,58,1,37,69,80,1
0,408,84,28,0,57,66,80,0
0,413,482,122,0,29,77,220,2
0,382,138,70,0,50,74,50,1
0,368,566,115,0,20,85,250,2
0,467,573,165,0,19,71,250,2
0,479,450,137,0,30,69,130,2
0,459,60,33,0,59,70,100,0
0,436,77,20,0,62,67,70,0
1,318,580,300,1,21,82,250,2
0,487,434,110,0,36,74,220,2
0,466,76,35,0,69,69,50,0
0,445,192,83,1,49,81,90,1
0,522,417,130,1,42,60,160,2
0,433,300,91,0,48,68,130,1
1,357,570,300,1,21,75,240,2
1,362,479,128,0,24,80,230,2
0,356,310,166,0,29,78,190,2
0,483,240,54,0,36,67,120,0
0,429,170,78,0,36,65,80,0
0,445,179,95,0,54,66,110,0
1,488,563,300,0,21,71,250,2
1,332,185,134,1,50,81,90,2
1,240,247,149,1,27,84,110,2
0,459,70,33,0,59,63,50,0
0,458,206,45,0,50,68,80,0
1,323,115,76,1,57,80,40,2
1,402,714,288,1,6,74,250,2
1,430,299,196,0,46,75,140,2
0,387,85,33,0,55,72,70,0
0,434,486,167,0,30,75,250,2
0,508,87,39,0,57,78,80,0
0,383,60,38,0,50,71,30,0
0,453,60,18,0,54,64,50,0
0,303,60,18,0,58,71,70,1
0,345,146,99,0,44,74,100,2
0,442,199,86,0,46,70,120,0
0,496,312,150,0,34,68,160,1
0,381,272,70,0,52,78,160,1
1,380,348,194,0,44,73,220,2
0,401,64,32,0,53,73,50,0
0,482,418,189,0,33,64,200,2
1,289,411,257,0,33,71,250,2
1,420,313,125,1,52,66,170,2
0,417,283,127,0,40,75,140,1
1,375,470,272,0,17,67,250,2
0,438,72,31,0,62,63,80,0
0,422,110,44,0,61,59,90,0
0,473,60,33,0,49,59,50,0
0,437,193,68,0,41,73,160,0
1,350,397,229,0,22,83,200,2
1,350,419,278,1,24,79,240,2
1,395,609,273,1,18,76,210,2
1,390,510,300,0,29,72,190,2
0,385,203,98,0,41,74,150,1
1,350,483,300,1,20,75,170,2
1,286,720,300,0,3,84,250,2
1,372,632,300,0,22,73,250,2
1,318,524,300,0,22,80,250,2
1,428,232,130,0,42,61,120,1
0,483,189,52,0,61,58,90,0
1,310,685,300,1,11,85,250,2
1,389,124,58,1,40,68,50,2
1,404,304,216,1,40,78,230,2
0,426,393,157,1,39,73,220,2
0,398,221,87,0,51,67,90,1
1,298,294,150,0,38,77,190,2
0,492,404,169,0,28,71,160,1
0,480,283,123,0,46,75,190,0
0,424,372,184,0,39,66,160,2
0,488,720,259,0,11,78,240,2
0,286,167,22,0,42,73,40,2
0,516,377,147,0,45,63,180,1
0,427,169,81,0,54,63,60,0
0,442,71,30,0,42,66,40,0
0,433,224,115,0,55,65,60,0
0,489,60,36,0,63,66,60,0
0,396,101,40,0,52,69,120,0
0,523,367,47,0,31,68,100,0
0,469,342,148,0,32,69,230,2
1,418,720,300,1,15,80,250,2
0,418,430,114,1,22,70,110,2
0,369,109,47,0,49,70,60,1
1,455,612,202,1,22,70,250,2
0,465,340,125,0,38,75,220,2
1,470,225,139,0,37,60,120,2
1,346,335,214,1,36,73,250,2
0,399,81,46,0,37,71,90,0
0,519,553,124,0,25,65,200,2
0,530,295,121,0,48,67,130,1
0,420,396,241,0,29,68,140,2
0,397,209,76,0,50,70,60,1
0,460,82,33,1,48,67,40,0
1,372,60,36,0,59,62,60,1
0,449,95,48,0,58,73,80,0
0,422,117,70,0,43,71,50,0
1,469,476,300,1,32,72,250,2
0,400,247,117,0,50,78,110,1
0,459,385,167,0,31,69,210,2
0,395,108,60,0,70,76,50,0
0,435,496,179,0,21,73,250,0
1,346,289,192,0,34,70,190,2
0,471,109,31,0,61,68,80,0
0,480,60,18,0,60,73,50,0
0,447,60,33,0,59,61,130,0
0,444,147,45,1,69,68,120,0
0,442,235,76,0,38,77,130,1
1,437,168,105,1,60,75,100,2
1,455,720,300,1,7,70,220,2
0,300,326,136,0,32,73,250,2
0,436,97,33,0,64,63,60,0
0,423,141,62,0,52,71,120,0
0,453,125,54,0,63,65,90,0
0,431,260,102,0,39,75,150,1
0,470,60,11,0,54,62,60,0
0,366,480,194,1,20,76,250,2
0,448,720,282,1,11,73,250,2
1,423,399,231,1,35,70,160,2
1,271,720,300,1,8,84,250,2
0,545,194,91,1,63,66,30,1
0,509,192,83,0,61,75,60,0
1,360,119,95,0,45,68,130,2
0,408,334,98,0,27,77,100,1
1,362,336,214,1,38,67,250,2
0,439,348,181,0,32,71,250,2
0,457,95,37,0,49,65,60,0
0,510,318,140,0,46,66,110,1
1,341,214,98,0,53,71,130,2
0,463,93,42,0,46,68,90,0
0,385,150,64,0,54,78,130,1
0,429,131,24,0,46,70,70,0
1,416,477,159,0,34,76,190,2
1,423,547,300,1,23,67,190,2
1,337,96,44,1,50,75,80,2
1,344,189,98,1,46,78,110,2
0,508,314,128,0,56,66,170,1
0,508,425,104,0,37,72,160,1
0,445,248,73,0,49,68,140,0
0,308,155,53,0,44,75,100,2
1,565,178,121,0,51,67,70,1
1,373,98,75,0,53,67,110,1
0,419,159,59,0,43,78,120,0
0,408,162,107,0,43,69,70,1
1,401,303,222,1,42,84,170,2
0,454,269,106,0,42,71,70,1
0,482,257,161,0,51,70,180,1
0,403,368,35,0,29,75,140,1
0,419,202,76,0,49,68,60,0
0,536,96,55,0,59,75,30,0
0,461,720,191,0,12,74,250,2
0,426,72,37,0,51,72,110,0
1,294,138,83,0,41,76,50,2
0,460,255,85,0,43,71,150,1
0,486,132,57,0,72,62,120,0
1,421,690,300,0,14,84,250,2
0,422,203,85,0,46,70,110,0
0,453,302,108,0,49,68,130,1
1,492,283,143,0,39,68,130,2
0,473,60,44,0,69,68,40,1
1,320,720,300,1,6,76,250,2
0,307,245,125,0,40,72,130,2
0,449,96,47,0,56,72,120,0
0,459,154,69,0,52,64,70,0
0,380,349,141,0,37,62,200,2
1,389,65,27,1,56,73,30,1
0,406,163,94,1,46,73,190,1
1,382,252,147,0,39,72,210,2
1,351,134,88,1,43,73,100,2
0,499,355,84,0,36,70,170,1
1,385,163,106,1,48,74,110,2
0,376,371,279,1,32,74,130,2
1,454,244,104,1,55,73,120,2
1,271,443,300,0,26,82,220,2
0,499,251,91,0,46,68,130,1
0,499,277,107,0,40,71,140,1
0,489,156,46,0,56,71,60,0
0,427,222,62,0,53,60,70,0
0,425,378,75,1,34,70,110,1
0,439,476,232,0,24,69,200,2
0,415,106,51,0,39,74,80,0
0,402,720,242,0,13,68,250,2
0,422,462,157,1,36,72,240,2
0,431,339,109,0,43,69,160,1
0,391,321,90,0,46,62,140,1
1,422,60,33,0,57,74,70,0
0,432,720,222,0,10,76,250,2
0,434,398,176,1,36,67,190,2
0,394,110,49,0,61,71,80,0
1,293,81,37,1,45,78,70,2
0,516,270,124,0,40,65,120,1
1,331,221,142,0,36,71,150,2
1,402,266,162,1,46,65,100,2
1,386,294,198,1,37,63,220,2
1,240,341,177,0,39,86,140,2
0,509,60,35,0,59,80,60,0
0,469,431,272,0,33,69,250,2
1,321,214,92,1,44,71,120,2
1,358,231,184,1,56,68,190,2
1,309,198,88,1,50,79,80,2
1,517,653,300,0,22,78,240,2
1,311,173,113,0,30,81,110,2
0,423,98,43,0,39,75,60,0
1,338,577,294,0,20,81,250,2
1,395,288,121,0,39,69,130,2
1,485,475,251,0,30,64,240,2
0,524,126,72,0,60,72,160,0
1,362,152,82,0,42,73,90,2
1,401,234,128,0,48,73,190,2
0,439,387,150,0,43,69,90,1
0,385,144,61,0,53,73,110,1
0,571,492,155,1,43,73,240,2
1,470,220,132,0,48,69,170,2
0,459,338,136,0,34,81,200,2
0,514,182,110,0,51,69,130,1
0,480,111,66,0,45,65,110,0
1,380,147,98,1,45,72,90,2
0,451,132,67,0,53,67,70,0
0,510,216,101,1,40,64,70,1
1,308,70,43,0,48,84,60,2
1,477,119,77,0,57,71,130,1
0,408,221,98,1,41,67,180,1
1,481,101,60,0,62,70,30,0
1,374,321,203,1,23,80,180,2
0,436,266,164,0,39,62,170,1
0,418,382,188,0,36,80,210,2
0,408,60,22,0,51,64,80,0
1,356,333,210,1,29,80,180,2
0,518,720,250,0,11,64,250,2
0,304,396,177,1,29,82,240,2
1,303,89,38,0,43,73,70,2
0,398,240,112,0,40,83,220,2
1,314,210,103,1,34,73,110,2
1,495,215,133,0,38,66,110,2
0,497,129,55,0,37,67,70,0
1,401,459,300,1,33,75,250,2
0,418,310,58,0,31,77,140,1
0,501,258,104,0,46,65,100,1
0,370,298,61,0,43,75,120,1
0,557,115,20,0,64,67,90,0
1,327,136,102,1,49,70,110,2
0,421,70,24,0,61,69,30,0
0,428,221,87,0,40,82,140,1
1,299,60,29,1,57,76,90,2
0,546,304,71,0,34,66,110,0
1,430,720,300,0,13,77,250,2
0,480,213,122,0,46,73,60,1
1,274,407,300,1,24,77,250,2
0,444,111,30,0,65,70,50,0
0,461,141,37,0,51,59,60,0
0,433,143,79,0,46,63,120,0
0,391,208,90,0,38,71,140,1
1,435,356,284,1,38,68,190,2
0,426,402,171,0,28,71,230,2
0,402,211,55,0,53,71,100,0
0,357,515,181,1,29,73,250,2
1,402,276,209,0,45,73,120,2
1,546,96,60,0,54,68,90,1
0,399,258,68,0,32,74,140,1
0,458,273,94,0,46,67,160,1
0,490,62,25,0,59,72,70,0
0,371,467,196,0,24,76,180,2
0,411,297,145,0,42,62,220,2
0,376,302,184,0,34,75,240,2
0,499,471,157,0,36,72,190,2
1,467,146,91,0,53,64,60,1
0,442,393,151,0,35,78,150,2
1,316,67,41,1,62,71,30,2
0,427,246,92,1,46,64,100,1
1,315,192,143,0,50,68,70,2
0,371,60,26,1,49,75,50,1
0,429,289,98,0,31,72,80,0
1,415,509,273,0,26,65,240,2
0,474,106,43,0,48,72,140,0
0,434,196,45,0,52,73,60,0
0,437,280,74,0,42,69,110,0
1,369,60,32,1,52,75,40,1
0,355,249,143,1,39,67,200,2
1,386,122,69,1,62,67,60,2
0,405,80,25,0,70,70,50,0
0,367,307,133,0,46,86,200,2
0,468,89,30,0,49,73,110,0
0,404,396,189,0,27,72,210,2
0,446,162,86,0,50,64,150,0
1,434,202,146,0,52,67,140,2
0,387,346,157,0,35,79,240,2
0,439,200,78,0,51,75,80,0
1,248,351,225,0,19,88,200,2
1,482,105,58,1,58,67,70,1
1,279,720,300,0,10,79,250,2
1,323,720,300,0,6,73,190,2
0,516,248,55,0,37,74,90,0
1,373,258,153,1,46,79,180,2
0,375,266,68,0,31,72,130,1
0,485,60,14,0,61,64,20,0
1,438,443,248,1,37,64,250,2
1,330,60,35,1,53,79,70,2
1,338,246,144,0,44,70,170,2
0,413,69,20,1,52,65,110,0
0,409,250,100,0,40,63,110,1
0,340,120,45,0,45,77,50,1
1,347,84,46,0,50,88,110,2
0,539,482,144,1,36,75,160,2
1,312,720,300,1,7,72,250,2
0,390,145,87,0,56,67,90,1
1,292,422,275,1,17,69,250,2
1,417,166,102,1,55,76,90,2
0,495,125,48,0,55,66,100,0
0,509,607,185,0,27,73,190,2
